,School Name,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Community School?,Economic Need Index,School Income Estimate,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Percent Asian,Percent ELL,Percent Black,Student Attendance Rate,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Percent Hispanic
696,P.S. 101 THE VERRAZANO,21K101,21,40.597535,-73.991912,"2360 BENSON AVE BROOKLYN, NY 11214",BROOKLYN,11214,"PK,0K,01,02,03,04,05",0,0.615,"$46,794.68 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,2.85,3.27,144,13,0,0,0,8,4,0,0,8,152,48,0,0,0,36,11,0,3,23,148,66,0,0,0,40,11,0,0,39,151,61,0,0,0,43,11,0,1,31,153,35,0,0,0,22,11,0,0,13,154,47,0,0,0,35,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.96,0.97,0.91,0.8200000000000001,0.98,0.53,0.18,0.01,0.96,0.2,0.27,0.08,0.19
697,P.S. 121 NELSON A. ROCKEFELLER,21K121,21,40.622876,-73.978774,"5301 20TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,"PK,0K,01,02,03,04,05,06,07,08",0,0.682,"$47,519.85 ",Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.68,2.95,25,3,0,0,0,0,1,0,0,1,26,8,0,0,1,0,0,0,0,4,41,4,0,0,1,0,2,0,0,3,42,4,0,0,1,0,2,0,0,3,38,5,0,0,1,1,3,0,0,1,38,7,0,0,3,2,2,0,0,5,24,3,0,0,1,0,0,0,0,2,24,3,0,0,1,0,0,0,0,1,23,1,0,0,0,1,0,0,0,1,24,2,0,0,1,1,0,0,0,1,26,2,0,0,0,0,2,0,0,0,27,2,0,0,1,0,1,0,1,1,0.93,0.9400000000000001,0.87,0.91,0.8300000000000001,0.9400000000000001,0.18,0.18,0.03,0.9500000000000001,0.45,0.35000000000000003,0.14,0.42
698,P.S. 128 BENSONHURST,21K128,21,40.604994,-73.995134,"2075 84TH ST BROOKLYN, NY 11214",BROOKLYN,11214,"PK,0K,01,02,03,04,05",0,0.679,"$43,689.16 ",Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.45,2.8,67,0,0,0,0,0,0,0,0,0,76,11,0,0,0,8,3,0,1,9,61,6,0,0,0,2,3,0,0,6,63,6,0,0,0,4,2,0,2,6,72,6,0,0,0,4,2,0,0,5,73,9,0,0,0,6,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0.9400000000000001,0.8200000000000001,0.78,0.93,0.3,0.41000000000000003,0.01,0.96,0.19,0.51,0.1,0.18
699,P.S. 153 HOMECREST,21K153,21,40.601174,-73.960031,"1970 HOMECREST AVE BROOKLYN, NY 11229",BROOKLYN,11229,"PK,0K,01,02,03,04,05",0,0.687,"$45,059.44 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,2.6,2.85,80,4,0,0,0,0,3,0,0,2,79,21,0,0,2,0,11,0,0,9,73,15,0,0,1,3,9,0,0,7,72,13,0,0,2,5,4,0,1,11,85,5,0,0,1,2,2,0,0,4,90,11,0,0,1,3,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9400000000000001,0.91,0.97,0.84,0.81,0.91,0.26,0.24,0.02,0.9500000000000001,0.36,0.34,0.15,0.33
700,P.S. 177 THE MARLBORO,21K177,21,40.608431,-73.974412,"346 AVE P BROOKLYN, NY 11204",BROOKLYN,11204,"PK,0K,01,02,03,04,05",0,0.723,"$45,242.71 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,2.53,2.85,158,13,0,0,1,0,8,0,0,5,160,32,0,0,5,0,17,0,0,17,152,24,0,0,6,0,8,0,0,11,161,29,0,0,6,0,8,0,1,16,141,13,0,0,1,0,6,0,0,8,147,24,0,0,4,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.89,0.9500000000000001,0.8300000000000001,0.8,0.9,0.25,0.32,0.01,0.9500000000000001,0.34,0.39,0.18,0.33
701,P.S. 188 MICHAEL E. BERDY,21K188,21,40.576776,-74.000539,"3314 NEPTUNE AVE BROOKLYN, NY 11224",BROOKLYN,11224,"PK,0K,01,02,03,04,05",0,0.885,"$26,217.74 ",Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,2.27,2.46,87,1,0,1,0,0,0,0,0,0,87,6,0,4,0,0,0,0,2,4,75,3,0,2,0,0,0,0,0,3,76,6,0,2,3,0,0,0,0,6,77,2,0,0,1,0,0,0,0,0,79,5,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.8200000000000001,0.89,0.73,0.8200000000000001,0.89,0.04,0.05,0.51,0.9,0.86,0.09,0.4,0.35000000000000003
702,P.S. 199 FREDERICK WACHTEL,21K199,21,40.616566999999996,-73.963134,"1100 ELM AVE BROOKLYN, NY 11230",BROOKLYN,11230,"PK,0K,01,02,03,04,05",0,0.703,"$40,233.93 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.8,3.08,79,4,0,0,1,0,3,0,0,3,80,13,0,0,1,2,10,0,1,9,64,9,0,0,0,4,3,0,0,8,68,17,0,0,0,7,7,0,2,14,71,7,0,0,2,0,2,0,0,4,74,19,0,0,3,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0.9400000000000001,0.98,0.86,0.86,0.96,0.21,0.29,0.04,0.9400000000000001,0.31,0.48,0.15,0.27
703,P.S. 209 MARGARET MEAD,21K209,21,40.58677,-73.961478,"2609 E 7TH ST BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05,06,07,08",0,0.599,"$51,896.27 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.64,2.82,76,0,0,0,0,0,0,0,0,0,82,16,0,0,0,6,8,0,0,8,72,14,0,0,0,5,7,0,0,8,75,25,0,0,0,11,11,0,0,18,70,11,0,0,0,6,4,0,0,8,73,10,0,0,0,4,6,0,0,8,58,4,0,0,0,2,1,0,0,2,61,5,0,0,0,3,1,0,0,4,49,12,0,0,0,5,7,0,0,10,50,6,0,0,0,0,4,0,0,5,56,9,0,0,2,1,3,0,0,8,38,3,0,0,1,0,1,0,0,0,0.93,0.9400000000000001,0.91,0.81,0.81,0.93,0.3,0.16,0.04,0.9400000000000001,0.27,0.42,0.18,0.23
704,P.S. 212 LADY DEBORAH MOODY,21K212,21,40.587495000000004,-73.98561099999999,"87 BAY 49TH ST BROOKLYN, NY 11214",BROOKLYN,11214,"PK,0K,01,02,03,04,05",0,0.762,"$34,549.16 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.63,2.7,95,8,0,0,1,4,3,0,0,6,96,14,0,0,0,9,5,0,0,12,96,11,0,0,3,6,0,0,0,10,100,18,0,0,3,12,3,0,3,16,92,4,0,0,0,2,2,0,0,4,96,9,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.89,0.96,0.78,0.79,0.92,0.34,0.19,0.15,0.93,0.48,0.18,0.28,0.33
705,P.S. 215 MORRIS H. WEISS,21K215,21,40.602465,-73.970072,"415 AVE S BROOKLYN, NY 11223",BROOKLYN,11223,"PK,0K,01,02,03,04,05",0,0.515,"$45,832.34 ",Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,2.95,3.28,163,34,0,1,1,14,18,0,0,17,167,70,0,3,6,33,28,0,2,41,123,46,0,0,4,0,27,0,0,20,124,52,0,0,4,0,32,0,1,25,145,46,0,0,5,18,23,0,0,18,143,50,0,0,2,23,24,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.96,0.97,0.91,0.8,0.92,0.23,0.15,0.03,0.9400000000000001,0.29,0.47000000000000003,0.19,0.26
706,P.S. 216 ARTURO TOSCANINI,21K216,21,40.590181,-73.969661,"350 AVE X BROOKLYN, NY 11223",BROOKLYN,11223,"PK,0K,01,02,03,04,05",0,0.521,"$42,871.40 ",Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,2.69,2.84,104,8,0,0,1,1,6,0,0,6,109,12,0,0,0,2,9,0,1,7,95,20,0,0,2,0,15,0,0,9,96,13,0,0,1,0,10,0,0,7,72,4,0,0,0,2,2,0,0,3,73,7,0,1,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0.93,0.84,0.84,0.96,0.24,0.15,0.05,0.9500000000000001,0.23,0.52,0.14,0.18
707,P.S. K225 - THE EILEEN E. ZAGLIN,21K225,21,40.579809999999995,-73.95600999999999,"1075 OCEANVIEW AVE BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05,06,07,08",0,0.684,"$36,586.39 ",Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.64,112,7,0,0,2,0,5,0,1,2,121,15,0,0,2,0,9,0,4,5,77,8,0,0,1,0,6,0,0,5,80,8,0,0,2,0,3,0,0,4,99,12,0,0,3,0,8,0,1,5,103,20,0,0,0,0,15,0,3,8,113,13,0,0,4,0,7,0,0,8,127,15,0,0,2,0,11,0,3,6,93,7,0,0,3,0,3,0,0,3,109,8,0,0,2,0,4,0,0,3,127,13,0,0,4,2,6,0,0,7,138,16,0,0,3,3,9,0,1,9,0.92,0.89,0.87,0.85,0.76,0.92,0.17,0.41000000000000003,0.03,0.93,0.4,0.42,0.24,0.37
708,P.S. 226 ALFRED DE B.MASON,21K226,21,40.615326,-73.97694399999999,"6006 23RD AVE BROOKLYN, NY 11204",BROOKLYN,11204,"PK,0K,01,02,03,04,05,06,07,08",0,0.6920000000000001,"$47,058.63 ",Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,2.72,2.89,105,20,0,0,0,8,11,0,0,16,110,33,0,0,0,15,13,0,1,26,112,20,0,0,3,0,10,0,0,12,114,31,0,0,6,0,13,0,0,22,106,16,0,0,4,0,7,0,0,10,113,21,0,0,3,0,10,0,1,15,87,16,0,0,0,7,8,0,0,15,90,22,0,0,0,11,10,0,2,21,92,6,0,0,3,0,2,0,0,4,95,14,0,0,1,0,7,0,0,10,81,17,0,0,3,0,10,0,0,14,56,4,0,0,2,0,1,0,1,0,0.9500000000000001,0.93,0.92,0.85,0.8200000000000001,0.93,0.28,0.21,0.02,0.9500000000000001,0.33,0.38,0.11,0.31
710,P.S. 238 ANNE SULLIVAN,21K238,21,40.608787,-73.964587,"1633 E 8TH ST BROOKLYN, NY 11223",BROOKLYN,11223,"PK,0K,01,02,03,04,05,06,07,08",0,0.8,"$44,760.90 ",Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.42,2.49,49,2,0,0,0,0,0,0,0,1,52,3,0,0,1,0,0,0,0,2,51,4,0,0,3,0,0,0,0,2,51,4,0,0,3,0,0,0,0,2,56,4,0,0,1,0,2,0,0,3,57,2,0,0,0,0,2,0,0,1,46,2,0,0,2,0,0,0,0,2,46,2,0,0,1,0,0,0,0,1,56,2,0,0,0,2,0,0,0,2,57,1,0,0,0,1,0,0,0,1,39,5,0,0,2,0,2,0,0,3,26,0,0,0,0,0,0,0,0,0,0.88,0.91,0.89,0.77,0.8200000000000001,0.92,0.17,0.27,0.04,0.9400000000000001,0.61,0.22,0.18,0.56
712,P.S. 253,21K253,21,40.580084,-73.961946,"601 OCEANVIEW AVE BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05",0,0.8,"$32,595.45 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.56,2.97,145,12,0,0,2,7,0,0,0,9,150,30,0,0,7,14,0,0,1,23,121,15,0,0,5,8,0,0,0,9,125,35,0,0,15,13,0,0,3,27,108,9,0,0,1,4,0,0,0,5,109,26,0,0,11,9,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0.97,0.9500000000000001,0.84,0.98,0.38,0.23,0.0,0.9500000000000001,0.41000000000000003,0.2,0.14,0.41000000000000003
714,P.S. 288 THE SHIRLEY TANYHILL,21K288,21,40.57427,-73.99247700000001,"2950 W 25TH ST BROOKLYN, NY 11224",BROOKLYN,11224,"PK,0K,01,02,03,04,05,06,07,08",0,0.912,"$22,422.66 ",Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,2.19,2.2,71,2,0,2,0,0,0,0,0,2,72,1,0,1,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,61,2,0,0,0,0,0,0,0,1,65,1,0,0,1,0,0,0,0,1,66,1,0,0,1,0,0,0,0,1,54,4,0,3,1,0,0,0,0,0,56,1,0,1,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,46,2,0,1,0,0,0,0,0,2,29,3,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.86,0.8,0.8200000000000001,0.81,0.89,0.02,0.07,0.53,0.89,0.9,0.07,0.46,0.36
716,P.S. 329 SURFSIDE,21K329,21,40.574839000000004,-73.995807,"2929 W 30TH ST BROOKLYN, NY 11224",BROOKLYN,11224,"PK,0K,01,02,03,04,05",0,0.885,"$22,533.91 ",Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,2.34,2.33,69,1,0,0,0,0,0,0,0,1,69,6,0,4,0,0,0,0,0,6,66,8,0,5,3,0,0,0,0,6,67,1,0,0,1,0,0,0,0,1,59,5,0,2,2,0,0,0,0,4,59,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.79,0.77,0.6900000000000001,0.81,0.81,0.06,0.03,0.59,0.92,0.86,0.07,0.3,0.27
720,P.S. 052 SHEEPSHEAD BAY,22K052,22,40.587404,-73.940251,"2675 E 29TH ST BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05",0,0.57,"$53,239.96 ",Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.65,3.06,134,18,0,2,3,0,11,0,0,7,141,41,0,5,5,0,25,0,0,19,117,22,0,0,1,4,17,0,0,11,124,30,0,0,1,6,21,0,0,20,125,17,0,0,0,4,13,0,0,10,131,28,0,0,0,7,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.8200000000000001,0.92,0.72,0.8200000000000001,0.85,0.16,0.17,0.14,0.9400000000000001,0.29,0.53,0.2,0.15
722,P.S. 109,22K109,22,40.636004,-73.933149,"1001 E 45TH ST BROOKLYN, NY 11210",BROOKLYN,11210,"0K,01,02,03,04,05,06,07,08",0,0.738,"$55,488.67 ",Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.32,2.2,68,2,0,2,0,0,0,0,0,2,66,8,0,7,0,0,0,0,0,6,50,10,0,8,0,0,0,0,0,0,50,8,0,7,0,0,0,0,0,0,52,2,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,94,14,0,13,0,0,0,0,0,13,94,0,0,0,0,0,0,0,0,0,73,4,0,4,0,0,0,0,0,4,72,1,0,1,0,0,0,0,0,1,76,3,0,2,0,0,0,0,0,3,56,2,0,2,0,0,0,0,0,1,0.85,0.84,0.8200000000000001,0.81,0.8300000000000001,0.88,0.02,0.06,0.8,0.93,0.9500000000000001,0.03,0.23,0.15
723,P.S. 119 AMERSFORT,22K119,22,40.626034999999995,-73.938787,"3829 AVE K BROOKLYN, NY 11210",BROOKLYN,11210,"0K,01,02,03,04,05",0,0.667,"$56,218.99 ",Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.43,2.5,84,2,0,2,0,0,0,0,0,0,88,7,0,5,0,2,0,0,0,4,79,9,0,7,1,0,0,0,0,5,81,3,0,3,0,0,0,0,0,1,80,2,0,2,0,0,0,0,0,1,81,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.96,0.9500000000000001,0.93,0.86,0.99,0.14,0.06,0.7000000000000001,0.96,0.8300000000000001,0.01,0.1,0.13
724,P.S. K134,22K134,22,40.632284000000006,-73.973274,"4001 18TH AVE BROOKLYN, NY 11218",BROOKLYN,11218,"PK,0K,01,02,03,04,05",0,0.795,"$39,695.31 ",Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,2.81,3.24,91,13,0,3,2,4,4,0,0,6,97,41,0,0,3,15,20,0,1,28,74,29,0,4,2,13,10,0,0,18,75,33,0,3,1,18,11,0,0,21,83,17,0,4,3,5,5,0,0,10,89,22,0,3,4,7,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9400000000000001,0.96,0.97,0.87,0.84,0.97,0.41000000000000003,0.23,0.09,0.96,0.22,0.36,0.1,0.13
725,P.S. 139 ALEXINE A. FENTY,22K139,22,40.641321999999995,-73.965829,"330 RUGBY RD BROOKLYN, NY 11226",BROOKLYN,11226,"PK,0K,01,02,03,04,05",0,0.667,"$50,545.80 ",Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,2.39,2.67,161,8,0,2,0,2,0,0,0,6,168,23,0,2,10,4,0,0,0,18,136,22,0,6,6,4,0,0,0,13,137,22,0,7,5,5,0,0,0,15,147,16,0,4,2,5,0,0,0,9,148,15,0,3,2,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.77,0.8200000000000001,0.65,0.8300000000000001,0.8200000000000001,0.17,0.17,0.31,0.9500000000000001,0.7000000000000001,0.09,0.16,0.39
726,SCHOOL OF SCIENCE & TECHNOLOGY,22K152,22,40.632709000000006,-73.95456999999999,"725 E 23RD ST BROOKLYN, NY 11210",BROOKLYN,11210,"PK,0K,01,02,03,04,05",0,0.753,"$45,469.71 ",Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,2.34,2.36,170,3,0,1,1,0,0,0,0,2,172,10,0,4,3,1,0,0,2,8,134,12,0,8,2,2,0,0,0,7,139,4,0,1,0,2,1,0,1,2,119,6,0,4,0,0,0,0,0,2,121,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.87,0.88,0.72,0.85,0.87,0.05,0.13,0.64,0.9400000000000001,0.9,0.03,0.22,0.26
